v1	Id(M1)
1.590000000000001e+000	1.436402e-004
1.600000000000001e+000	1.451195e-004
1.610000000000001e+000	1.465976e-004
1.620000000000001e+000	1.480741e-004
1.630000000000001e+000	1.495492e-004
1.640000000000001e+000	1.510228e-004
1.650000000000001e+000	1.524948e-004
1.660000000000001e+000	1.539653e-004
1.670000000000001e+000	1.554342e-004
1.680000000000001e+000	1.569014e-004
1.690000000000001e+000	1.583670e-004
1.700000000000001e+000	1.598309e-004
1.710000000000001e+000	1.612930e-004
1.720000000000001e+000	1.627534e-004
1.730000000000001e+000	1.642120e-004
1.740000000000001e+000	1.656689e-004
1.750000000000001e+000	1.671238e-004
1.760000000000001e+000	1.685770e-004
1.770000000000001e+000	1.700282e-004
1.780000000000001e+000	1.714775e-004
1.790000000000001e+000	1.729249e-004
1.800000000000000e+000	1.743704e-004
